01 Institut for Matematik og Computer Science
@"01003 - Repetitionskursus i 01005 Matematik1-forårspensum
 Dansk | 0 ECTS | 2018/2019 | Udenfor skema-struktur"@Bachelor@
@"01003 - Repetitionskursus i 01005 Matematik1-forårspensum
 Dansk | 0 ECTS | 2019/2020 | Udenfor skema-struktur"@Bachelor@
@"01005 - Matematik 1
 Dansk | 20 ECTS | 2018/2019 | Efterår og Forår"@Bachelor@
@"01005 - Matematik 1
 Dansk | 20 ECTS | 2019/2020 | Efterår og Forår"@Bachelor@
@"01006 - Matematik 1
 Engelsk | 20 ECTS | 2018/2019 | Efterår og Forår"@Bachelor@
@"01006 - Matematik 1
 Engelsk | 20 ECTS | 2019/2020 | Efterår og Forår"@Bachelor@
@"01015 - Matematik 1
 Dansk | 17.5 ECTS | 2018/2019 | Efterår og Forår"@Bachelor@
@"01015 - Matematik 1
 Dansk | 17.5 ECTS | 2019/2020 | Efterår og Forår"@Bachelor@
@"01016 - Matematik 1 uden temaøvelser
 Dansk | 17.5 ECTS | 2018/2019 | Efterår og Forår"@Bachelor@
@"01017 - Diskret matematik
 Dansk | 5 ECTS | 2018/2019 | E2B (tors 8-12)"@Bachelor@
@"01017 - Diskret matematik
 Dansk | 5 ECTS | 2019/2020 | E2B (tors 8-12)"@Bachelor@
@"01018 - Diskret matematik 2: algebra
 Engelsk | 5 ECTS | 2018/2019 | E3B (fre 13-17)"@Kandidat@
@"01018 - Diskret matematik 2: algebra
 Engelsk | 5 ECTS | 2019/2020 | E3B (fre 13-17)"@Kandidat@
@"01019 - Diskret matematik
 Engelsk | 5 ECTS | 2018/2019 | E2B (tors 8-12)"@Bachelor@
@"01019 - Diskret matematik
 Engelsk | 5 ECTS | 2019/2020 | E2B (tors 8-12)"@Bachelor@
@"01025 - Matematik 2 for Matematik og Teknologi
 Dansk | 5 ECTS | 2018/2019 | E1A (man 8-12)"@Bachelor@
@"01025 - Matematik 2 for Matematik og Teknologi
 Dansk | 5 ECTS | 2019/2020 | E1A (man 8-12)"@Bachelor@
@"01034 - Matematik 2
 Engelsk | 5 ECTS | 2018/2019 | E1A (man 8-12)"@Bachelor@
@"01034 - Matematik 2
 Engelsk | 5 ECTS | 2019/2020 | E1A (man 8-12)"@Bachelor@
@"01035 - Matematik 2
 Dansk | 5 ECTS | 2018/2019 | E2B (tors 8-12) eller F2B (tors 8-12)"@Bachelor@
@"01035 - Matematik 2
 Dansk | 5 ECTS | 2019/2020 | E2B (tors 8-12) eller F2B (tors 8-12)"@Bachelor@
@"01036 - Matematiske metoder i konstruktionsmekanik
 Dansk | 5 ECTS | 2018/2019 | Januar"@Bachelor@
@"01036 - Matematiske metoder i konstruktionsmekanik
 Dansk | 5 ECTS | 2019/2020 | Januar"@Bachelor@
@"01037 - Matematik 2 (sommeruniversitet)
 Dansk | 5 ECTS | 2018/2019 | August"@Bachelor@
@"01037 - Matematik 2 (sommeruniversitet)
 Dansk | 5 ECTS | 2019/2020 | August"@Bachelor@
@"01125 - Topologiske grundbegreber og metriske rum
 Dansk | 5 ECTS | 2018/2019 | Januar"@Bachelor@
@"01125 - Topologiske grundbegreber og metriske rum
 Dansk | 5 ECTS | 2019/2020 | Januar"@Bachelor@
@"01227 - Grafteori
 Engelsk | 5 ECTS | 2018/2019 | F1B (tors 13-17)"@Kandidat@
@"01227 - Grafteori
 Engelsk | 5 ECTS | 2019/2020 | F1B (tors 13-17)"@Kandidat@
@"01237 - Differentialgeometri og parametrisk design
 Dansk | 5 ECTS | 2018/2019 | E4B (fre 8-12)"@Bachelor, Kandidat@
@"01237 - Differentialgeometri og parametrisk design
 Dansk | 5 ECTS | 2019/2020 | E4B (fre 8-12)"@Bachelor, Kandidat@
@"01238 - Differentialgeometri
 Engelsk | 5 ECTS | 2018/2019 | F2B (tors 8-12)"@Kandidat@
@"01238 - Differentialgeometri
 Engelsk | 5 ECTS | 2019/2020 | F2B (tors 8-12)"@Kandidat@
@"01257 - Videregående modellering - anvendt matematik
 Engelsk | 5 ECTS | 2018/2019 | Januar"@Kandidat@
@"01257 - Videregående modellering - anvendt matematik
 Engelsk | 5 ECTS | 2019/2020 | Januar"@Kandidat@
@"01325 - Matematik 4 Reel analyse
 Dansk | 5 ECTS | 2018/2019 | F5B (ons 13-17)"@Kandidat@
@"01325 - Matematik 4 Reel analyse
 Dansk | 5 ECTS | 2019/2020 | F5B (ons 13-17)"@Kandidat@
@"01405 - Algebraisk Kodningsteori
 Engelsk | 5 ECTS | 2018/2019 | F4B (fre 8-12)"@Kandidat@
@"01405 - Algebraisk Kodningsteori
 Engelsk | 5 ECTS | 2019/2020 | F4B (fre 8-12)"@Kandidat@
@"01410 - Kryptologi 1
 Engelsk | 5 ECTS | 2018/2019 | F2A (man 13-17)"@Kandidat@
@"01410 - Kryptologi 1
